,index,video_id,class,kinetics_start,kinetics_end,repetition_start,repetition_end,count,rep_start,rep_end
1022,3390,_oA4wp2F6Kg,situp,1,11,2.034368,10.209209,5,31,276
1023,3901,AZ4r-NkugiA,squat,52,62,52.0,62.0,3,0,300
1024,3902,AfPkXoJM2sY,squat,4,14,4.0,13.976643,3,0,299
1025,3903,BscLFfMsNmA,squat,9,19,9.9,15.616667,2,27,198
1026,3904,B1_fRMdW_jw,squat,115,125,120.5,125.0,2,165,300
1027,3905,Cm5O-P8I9DI,squat,7,17,8.333333,15.566667,2,39,257
1028,3906,DSdox52D3XY,squat,4,14,6.969636,13.976643,3,89,299
1029,3907,DZkyr5jQgdk,squat,1,11,5.623177,10.960227,3,138,298
1030,3908,EZ8YGM-OMrE,squat,18,28,18.121212,27.939394,3,3,298
1031,3909,E3IUD2N5iLk,squat,62,72,62.0,69.966667,2,0,239
1032,3910,Gmp1OKmLOnE,squat,6,16,6.82,14.58,3,24,257
1033,3911,HaMW-jK8hi0,squat,10,20,10.733333,20.0,3,21,300
1034,3912,JfaMPeA-Yn4,squat,4,14,4.0,12.475142,3,0,254
1035,3913,Jw9MUoFY2u4,squat,38,48,39.267935,47.976643,2,38,299
1036,3914,MM4oeXm6GLU,squat,18,28,18.0,23.705706,2,0,171
1037,3915,NCEAhU2ZLbM,squat,13,23,13.0,23.0,4,0,300
1038,3916,Nr3FcuYJJBI,squat,28,38,31.069737,37.926593,2,92,297
1039,3917,PPPZRNKPqVs,squat,5,15,5.0,10.839173,2,0,175
1040,3918,PwC1sKdjPSM,squat,3,13,3.0,12.009009,3,0,270
1041,3919,P-U9pILPUO0,squat,3,13,3.0,11.441775,3,0,253
1042,3920,QQPv17nfR_E,squat,3,13,3.0,9.266667,6,0,188
1043,3921,QUy2Aum6oTM,squat,4,14,5.133333,14.0,3,33,300
1044,3922,RZeyOYnIjfM,squat,24,34,29.216666,34.0,2,156,300
1045,3923,TYuYICQ8HwY,squat,35,45,35.0,38.112919,2,0,93
1046,3924,VO3ts38ZCTk,squat,23,33,23.0,33.0,5,0,300
1047,3925,WHmb_QoDuIk,squat,14,24,14.0,23.7,3,0,291
1048,3926,WLaGsEOvaLo,squat,236,246,236.4,246.0,3,12,300
1049,3927,WNW4qKlqL2g,squat,2,12,7.7,12.0,3,171,300
1050,3928,Wu3MSbqdrbU,squat,95,105,95.0,98.48,2,0,104
1051,3929,W5Az6-Ggphk,squat,4,14,4.0,10.08,3,0,182
1052,3930,XCTh0BazyBY,squat,1,11,5.054054,10.85986,2,121,295
1053,3931,XaeNr9Ryffk,squat,0,10,3.73707,9.976643,2,112,299
1054,3932,alMQkEhX0I8,squat,4,14,4.0,7.003003,2,0,90
1055,3933,ar_vpR44oME,squat,19,29,19.0,27.5,2,0,255
1056,3934,dM1DcPC1I8c,squat,427,437,433.366667,437.0,2,191,300
1057,3935,dptApZvEt5Y,squat,3,13,3.0,12.976643,6,0,299
1058,3936,d9RolJ8kHQg,squat,160,170,161.134468,169.943277,2,34,298
1059,3937,eaBUsoB3ARY,squat,4,14,8.2,14.0,2,125,300
1060,3938,f6CxlZSWZPU,squat,28,38,28.0,36.891266,2,0,266
1061,3939,gAxVL3K0vsg,squat,20,30,20.0,27.820856,3,0,234
1062,3940,gV3dgCS0hWU,squat,9,19,9.0,18.976643,3,0,299
1063,3941,hra6RatmD5w,squat,21,31,21.0,30.541667,3,0,286
1064,3942,i-HQaIjVsBs,squat,5,15,5.0,10.438772,3,0,163
1065,3943,jMNkragWK6U,squat,122,132,124.702703,131.976643,2,81,299
1066,3944,j-D3ztzIHSc,squat,0,10,0.500501,6.17284,2,15,185
1067,3945,kJtNQRUtNL4,squat,3,13,4.275862,13.0,3,38,300
1068,3946,kvnEYNCcyC8,squat,45,55,45.566667,54.233333,2,17,276
1069,3947,k79oN88Q8EI,squat,10,20,10.0,19.969454,3,0,299
1070,3948,lM1ttV4PIP0,squat,67,77,67.733333,74.566667,2,21,227
1071,3949,mAbnkqDC-68,squat,4,14,4.0,13.976643,2,0,299
1072,3950,mESS6DKbbj8,squat,6,16,8.84,16.0,3,85,300
1073,3951,mU2sRSLJ1Oc,squat,22,32,22.0,32.0,2,0,300
1074,3952,my0E9N5VH3w,squat,393,403,393.0,399.381381,2,0,191
1075,3953,pZCMekum5lQ,squat,11,21,11.0,20.976643,3,0,299
1076,3954,rRUaSaoVlBc,squat,7,17,7.0,17.0,8,0,300
1077,3955,sw7V8nTj3Ro,squat,20,30,20.271952,28.974403,3,8,269
1078,3956,t3JeDQB3Vi4,squat,5,15,5.0,14.2,3,0,276
1079,3957,wPD2IXjipjo,squat,10,20,10.0,19.976643,3,0,299
1080,3958,xPkqDfBEjwA,squat,3,13,5.8,13.0,2,84,300
1081,3959,yv2kUJpGuNU,squat,54,64,54.0,58.439661,2,0,133
1082,3960,0NGOQJ3cBf4,squat,279,289,280.334668,288.843177,3,40,295
1083,3961,0cAyBAWc8lI,squat,2,12,2.0,5.533333,2,0,105
1084,3962,1o6fXy-0uUE,squat,116,126,116.0,125.976643,3,0,299
1085,3963,1vnGNr5Xy2g,squat,5,15,5.0,12.807808,2,0,234
1086,3964,10Y2EcXnuzQ,squat,85,95,85.0,93.308308,3,0,249
1087,3965,2GJMrfFCUtM,squat,43,53,43.166667,51.1,2,5,243
1088,3966,3y8o_McqeVQ,squat,11,21,11.0,14.9,2,0,117
1089,3967,603q1dwfi7w,squat,2,12,4.92,12.0,3,87,300
1090,3968,7YxLkbSMcsk,squat,24,34,24.0,33.943708,8,0,298
1091,3969,-FcDTJzptes,squat,0,10,5.314704,9.994318,2,159,299
